year,rank,candidateRank,selectionRank,importanceScore,importanceReasons,paperId,title,authors,venue,publicationDate,citationCount,influentialCitationCount,category,abstract,doi,arxiv,pubmed,url,semanticScholarUrl,openAccessPdf,fieldsOfStudy,candidate,githubUrl,keywordTags,keyIdea,strengths,limitations,methodTags,paperLink
2005,1,,1,200.658,citations=572; influential=22; BCI term matches=1; title BCI matches=1; open PDF metadata,ba7dd4c55ae4a72d5e9928fafd9b11129ddc05ce,Patients with ALS can use sensorimotor rhythms to operate a brain-computer interface,"A. Kübler, F. Nijboer, J. Mellinger, T. M. Vaughan, H. Pawelzik, G. Schalk, et al.",Neurology,2005-05-24,572,22,Motor Imagery and Movement Decoding,,10.1212/01.WNL.0000158616.43002.6D,,15911809,https://doi.org/10.1212/01.wnl.0000158616.43002.6d,https://www.semanticscholar.org/paper/ba7dd4c55ae4a72d5e9928fafd9b11129ddc05ce,,Medicine; Psychology,False,,human; SMR,Positions Patients with ALS can use sensorimotor rhythms to operate a brain-computer interface within Motor Imagery and Movement Decoding.,high citation signal (572); influential citation signal (22),"SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.; Participant variability can limit generalization across age, ability, disease status, and training experience.",BCI method,https://doi.org/10.1212/01.wnl.0000158616.43002.6d
2005,2,,2,207.677,citations=560; influential=19; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,a6809b1755b996e234c33380b7bd1c55f21cee34,Steady-state visual evoked potential (SSVEP)-based communication: impact of harmonic frequency components,"G. Müller-Putz, Reinhold Scherer, Christian Brauneis, G. Pfurtscheller",Journal of Neural Engineering,2005-12-01,560,19,"SSVEP, P300, and ERP Spellers",,10.1088/1741-2560/2/4/008,,16317236,https://doi.org/10.1088/1741-2560/2/4/008,https://www.semanticscholar.org/paper/a6809b1755b996e234c33380b7bd1c55f21cee34,,Computer Science; Engineering; Medicine; Physics,False,,non-invasive; SSVEP; P300,"Positions Steady-state visual evoked potential (SSVEP)-based communication: impact of harmonic frequency components within SSVEP, P300, and ERP Spellers.",high citation signal (560); influential citation signal (19); recognized venue,"Communication systems must still balance accuracy, latency, vocabulary size, privacy, and user autonomy.; Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.",communication,https://doi.org/10.1088/1741-2560/2/4/008
2005,3,,3,210.305,citations=447; influential=18; recognized venue; dataset/benchmark; BCI term matches=2; title BCI matches=2; open PDF metadata,b148aa18075467ebf36b6d74e0568881a00da69b,Characterization of four-class motor imagery EEG data for the BCI-competition 2005,"A. Schlögl, F. Lee, H. Bischof, G. Pfurtscheller",Journal of Neural Engineering,2005-12-16,447,18,Motor Imagery and Movement Decoding,,10.1088/1741-2560/2/4/L02,,16317224,https://doi.org/10.1088/1741-2560/2/4/l02,https://www.semanticscholar.org/paper/b148aa18075467ebf36b6d74e0568881a00da69b,,Computer Science; Medicine; Physics,False,,non-invasive; SMR,Positions Characterization of four-class motor imagery EEG data for the BCI-competition 2005 within Motor Imagery and Movement Decoding.,high citation signal (447); influential citation signal (18); recognized venue,"Benchmark value depends on standardized protocols, transparent splits, and external replication.; SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.",dataset/benchmark,https://doi.org/10.1088/1741-2560/2/4/l02
2005,4,,4,217.649,citations=426; influential=39; recognized venue; BCI term matches=2; title BCI matches=2; open PDF metadata,4a7725fde413ca215a52c089edf47c212589746b,An improved P300-based brain-computer interface,"Hilit Serby, E. Yom-Tov, G. Inbar",IEEE transactions on neural systems and rehabilitation engineering,2005-03-14,426,39,"SSVEP, P300, and ERP Spellers",,10.1109/TNSRE.2004.841878,,15813410,https://doi.org/10.1109/tnsre.2004.841878,https://www.semanticscholar.org/paper/4a7725fde413ca215a52c089edf47c212589746b,,Computer Science; Medicine,False,,non-invasive; SSVEP; P300,"Positions An improved P300-based brain-computer interface within SSVEP, P300, and ERP Spellers.",high citation signal (426); influential citation signal (39); recognized venue,"Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/tnsre.2004.841878
2005,5,,5,197.933,citations=416; influential=23; BCI term matches=2; title BCI matches=2; open PDF metadata,15fb82016a2f423c1f8e5c694d6b1e643f7d2b49,Common Spatial Pattern Method for Channel Selelction in Motor Imagery Based Brain-computer Interface,"Yijun Wang, Shangkai Gao, Xiaorong Gao",2005 IEEE Engineering in Medicine and Biology 27th Annual Conference,,416,23,Motor Imagery and Movement Decoding,,10.1109/IEMBS.2005.1615701,,17281471,https://doi.org/10.1109/iembs.2005.1615701,https://www.semanticscholar.org/paper/15fb82016a2f423c1f8e5c694d6b1e643f7d2b49,,Computer Science; Medicine,False,,SMR,Positions Common Spatial Pattern Method for Channel Selelction in Motor Imagery Based Brain-computer Interface within Motor Imagery and Movement Decoding.,high citation signal (416); influential citation signal (23),SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.,BCI method,https://doi.org/10.1109/iembs.2005.1615701
2005,6,,6,175.301,citations=303; influential=6; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,ca7218b7654329bc592f5052a58e82ea58da8a82,Cortical Ensemble Adaptation to Represent Velocity of an Artificial Actuator Controlled by a Brain-Machine Interface,"M. Lebedev, J. Carmena, Joseph E. O’Doherty, M. Zacksenhouse, C. Henriquez, J. Príncipe, et al.",Journal of Neuroscience,2005-05-11,303,6,Motor Imagery and Movement Decoding,"Monkeys can learn to directly control the movements of an artificial actuator by using a brain-machine interface (BMI) driven by the activity of a sample of cortical neurons. Eventually, they can do so without moving their limbs. Neuronal adaptations underlying the transition from control of the limb to control of the actuator are poorly understood. Here, we show that rapid modifications in neuronal representation of velocity of the hand and actuator occur in multiple cortical areas during the operation of a BMI. Initially, monkeys controlled the actuator by moving a hand-held pole. During this period, the BMI was trained to predict the actuator velocity. As the monkeys started using their cortical activity to control the actuator, the activity of individual neurons and neuronal populations became less representative of the animal's hand movements while representing the movements of the actuator. As a result of this adaptation, the animals could eventually stop moving their hands yet continue to control the actuator. These results show that, during BMI control, cortical ensembles represent behaviorally significant motor parameters, even if these are not associated with movements of the animal's own limb.",10.1523/JNEUROSCI.4088-04.2005,,15888644,https://doi.org/10.1523/jneurosci.4088-04.2005,https://www.semanticscholar.org/paper/ca7218b7654329bc592f5052a58e82ea58da8a82,,Biology; Computer Science; Medicine,False,,non-human; SMR; arm-direction,Monkeys can learn to directly control the movements of an artificial actuator by using a brain-machine interface (BMI) driven by the activity of a sample of cortical neurons.,high citation signal (303); recognized venue,SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.; Non-human or simulated results require cautious translation to everyday human BCI use.,BCI method,https://doi.org/10.1523/jneurosci.4088-04.2005
2005,7,,7,183.256,citations=262; influential=12; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,486e33232a01be7a6e7fdb399bf7ea2da3a3a558,Visual spatial attention tracking using high-density SSVEP data for independent brain-computer communication,"S. Kelly, E. Lalor, R. Reilly, John J. Foxe",IEEE transactions on neural systems and rehabilitation engineering,2005-06-13,262,12,"SSVEP, P300, and ERP Spellers",,10.1109/TNSRE.2005.847369,,16003896,https://doi.org/10.1109/tnsre.2005.847369,https://www.semanticscholar.org/paper/486e33232a01be7a6e7fdb399bf7ea2da3a3a558,,Computer Science; Engineering; Medicine; Psychology,False,,non-invasive; SSVEP; P300,"Positions Visual spatial attention tracking using high-density SSVEP data for independent brain-computer communication within SSVEP, P300, and ERP Spellers.",high citation signal (262); influential citation signal (12); recognized venue,"Communication systems must still balance accuracy, latency, vocabulary size, privacy, and user autonomy.; Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.",communication,https://doi.org/10.1109/tnsre.2005.847369
2005,8,,8,178.938,citations=189; influential=13; recognized venue; BCI term matches=2; title BCI matches=1; open PDF metadata,a21d1e1dd6ef6625adf8850bc9f11a3cea94ee50,Visual spatial attention control in an independent brain-computer interface,"S. Kelly, E. Lalor, C. Finucane, G. McDarby, R. Reilly",IEEE Transactions on Biomedical Engineering,2005-08-15,189,13,"SSVEP, P300, and ERP Spellers","This paper presents a novel brain computer interface (BCI) design employing visual evoked potential (VEP) modulations in a paradigm involving no dependency on peripheral muscles or nerves. The system utilizes electrophysiological correlates of visual spatial attention mechanisms, the self-regulation of which is naturally developed through continuous application in everyday life. An interface involving real-time biofeedback is described, demonstrating reduced training time in comparison to existing BCIs based on self-regulation paradigms. Subjects were cued to covertly attend to a sequence of letters superimposed on a flicker stimulus in one visual field while ignoring a similar stimulus of a different flicker frequency in the opposite visual field. Classification of left/right spatial attention is achieved by extracting steady-state visual evoked potentials (SSVEPs) elicited by the stimuli. Six out of eleven physically and neurologically healthy subjects demonstrate reliable control in binary decision-making, achieving at least 75% correct selections in at least one of only five sessions, each of approximately 12-min duration. The highest-performing subject achieved over 90% correct selections in each of four sessions. This independent BCI may provide a new method of real-time interaction for those with little or no peripheral control, with the added advantage of requiring only brief training.",10.1109/TBME.2005.851510,,16189972,https://doi.org/10.1109/tbme.2005.851510,https://www.semanticscholar.org/paper/a21d1e1dd6ef6625adf8850bc9f11a3cea94ee50,,Computer Science; Engineering; Medicine; Psychology,False,,non-invasive; human; SSVEP; P300,This paper presents a novel brain computer interface (BCI) design employing visual evoked potential (VEP) modulations in a paradigm involving no dependency on peripheral muscles or nerves.,high citation signal (189); influential citation signal (13); recognized venue,"Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/tbme.2005.851510
2005,9,,9,161.795,citations=179; influential=8; BCI term matches=2; title BCI matches=2; open PDF metadata,59f3dfcac2263400313000531d299ba12726a5c5,Brain-computer interface (BCI) operation: signal and noise during early training sessions.,"D. McFarland, W. A. Sarnacki, T. Vaughan, J. Wolpaw",Clinical Neurophysiology,,179,8,General BCI Methods and Systems,,10.1016/J.CLINPH.2004.07.004,,15589184,https://doi.org/10.1016/j.clinph.2004.07.004,https://www.semanticscholar.org/paper/59f3dfcac2263400313000531d299ba12726a5c5,,Computer Science; Medicine,False,,non-invasive,Positions Brain-computer interface (BCI) operation: signal and noise during early training sessions. within General BCI Methods and Systems.,high citation signal (179),"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1016/j.clinph.2004.07.004
2005,10,,10,168.547,citations=170; influential=7; recognized venue; BCI term matches=2; title BCI matches=2; open PDF metadata,0dff101ff81cc1ae333d0e4a347e29a70805c509,Sensorimotor rhythm-based brain-computer interface (BCI): feature selection by regression improves performance,"Dennis J. McFarland, J. Wolpaw",IEEE transactions on neural systems and rehabilitation engineering,2005-09-12,170,7,Motor Imagery and Movement Decoding,,10.1109/TNSRE.2005.848627,,16200760,https://doi.org/10.1109/tnsre.2005.848627,https://www.semanticscholar.org/paper/0dff101ff81cc1ae333d0e4a347e29a70805c509,,Computer Science; Medicine,False,,SMR,Positions Sensorimotor rhythm-based brain-computer interface (BCI): feature selection by regression improves performance within Motor Imagery and Movement Decoding.,high citation signal (170); recognized venue,SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.,BCI method,https://doi.org/10.1109/tnsre.2005.848627
