year,rank,candidateRank,selectionRank,importanceScore,importanceReasons,paperId,title,authors,venue,publicationDate,citationCount,influentialCitationCount,category,abstract,doi,arxiv,pubmed,url,semanticScholarUrl,openAccessPdf,fieldsOfStudy,candidate,githubUrl,keywordTags,keyIdea,strengths,limitations,methodTags,paperLink
2000,1,,1,274.161,citations=2282; influential=97; recognized venue; review/survey; BCI term matches=1; title BCI matches=1; open PDF metadata,c263dfdce0a38362717fa4139880103f67dcc6d1,Brain-computer interface technology: a review of the first international meeting.,"J. Wolpaw, N. Birbaumer, W. J. Heetderks, Dennis J. McFarland, P. Peckham, G. Schalk, et al.",IEEE transactions on rehabilitation engineering,2000-06-01,2282,97,General BCI Methods and Systems,,10.1109/TRE.2000.847807,,10896178,https://doi.org/10.1109/tre.2000.847807,https://www.semanticscholar.org/paper/c263dfdce0a38362717fa4139880103f67dcc6d1,http://www.ocf.berkeley.edu/~anandk/neuro/BCI Overview.pdf,Computer Science; Engineering; Medicine,False,,non-invasive,Positions Brain-computer interface technology: a review of the first international meeting. within General BCI Methods and Systems.,"high citation signal (2,282); influential citation signal (97); recognized venue","Review-level synthesis cannot resolve study quality differences, protocol bias, or reproducibility gaps.; Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.",review,https://doi.org/10.1109/tre.2000.847807
2000,2,,2,255.497,citations=1299; influential=83; recognized venue; BCI term matches=2; title BCI matches=2; open PDF metadata,f679635e7b270338c405f0be9b3165932b846abe,The mental prosthesis: assessing the speed of a P300-based brain-computer interface.,"E. Donchin, K. Spencer, R. Wijesinghe",IEEE transactions on rehabilitation engineering,2000-06-01,1299,83,"SSVEP, P300, and ERP Spellers",,10.1109/86.847808,,10896179,https://doi.org/10.1109/86.847808,https://www.semanticscholar.org/paper/f679635e7b270338c405f0be9b3165932b846abe,http://www.cs.cmu.edu/~tanja/BCI/P300Speed_2000.pdf,Computer Science; Medicine; Psychology,False,,non-invasive; SSVEP; P300,"Positions The mental prosthesis: assessing the speed of a P300-based brain-computer interface. within SSVEP, P300, and ERP Spellers.","high citation signal (1,299); influential citation signal (83); recognized venue","Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/86.847808
2000,3,,3,222.534,citations=713; influential=33; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,d76beb59a23c01c9bec1940c4cec1ca26e00480a,Brain-computer interfaces based on the steady-state visual-evoked response.,"Matthew Middendorf, G. McMillan, G. Calhoun, Keith S. Jones",IEEE transactions on rehabilitation engineering,2000-06-01,713,33,General BCI Methods and Systems,,10.1109/86.847819,,10896190,https://doi.org/10.1109/86.847819,https://www.semanticscholar.org/paper/d76beb59a23c01c9bec1940c4cec1ca26e00480a,,Computer Science; Engineering; Medicine,False,,non-invasive,Positions Brain-computer interfaces based on the steady-state visual-evoked response. within General BCI Methods and Systems.,high citation signal (713); influential citation signal (33); recognized venue,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/86.847819
2000,4,,4,212.636,citations=575; influential=20; recognized venue; BCI term matches=2; title BCI matches=2; open PDF metadata,a0ed938083fc44e9006641b864a69e364804acb2,Current trends in Graz Brain-Computer Interface (BCI) research.,"G. Pfurtscheller, C. Neuper, C. Guger, W. Harkam, H. Ramoser, A. Schlögl, et al.",IEEE transactions on rehabilitation engineering,2000-06-01,575,20,General BCI Methods and Systems,,10.1109/86.847821,,10896192,https://doi.org/10.1109/86.847821,https://www.semanticscholar.org/paper/a0ed938083fc44e9006641b864a69e364804acb2,,Computer Science; Engineering; Medicine,False,,non-invasive,Positions Current trends in Graz Brain-Computer Interface (BCI) research. within General BCI Methods and Systems.,high citation signal (575); influential citation signal (20); recognized venue,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/86.847821
2000,5,,5,200.617,citations=514; influential=14; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,16b187a157ad1599bf785912ac7974e38198be7a,Brain-computer interface research at the Wadsworth Center.,"J. Wolpaw, D. McFarland, T. Vaughan",IEEE transactions on rehabilitation engineering,2000-06-01,514,14,General BCI Methods and Systems,,10.1109/86.847823,,10896194,https://doi.org/10.1109/86.847823,https://www.semanticscholar.org/paper/16b187a157ad1599bf785912ac7974e38198be7a,,Computer Science; Engineering; Medicine; Psychology,False,,non-invasive,Positions Brain-computer interface research at the Wadsworth Center. within General BCI Methods and Systems.,high citation signal (514); influential citation signal (14); recognized venue,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/86.847823
2000,6,,6,196.417,citations=407; influential=12; recognized venue; BCI term matches=2; title BCI matches=2; open PDF metadata,d4514060d93d32ea0f308ab34839d2a4403ee802,Real-time EEG analysis with subject-specific spatial patterns for a brain-computer interface (BCI).,"C. Guger, H. Ramoser, G. Pfurtscheller",IEEE transactions on rehabilitation engineering,2000-12-01,407,12,EEG Signal Processing and Datasets,,10.1109/86.895947,,11204035,https://doi.org/10.1109/86.895947,https://www.semanticscholar.org/paper/d4514060d93d32ea0f308ab34839d2a4403ee802,,Computer Science; Engineering; Medicine,False,,non-invasive; human,Positions Real-time EEG analysis with subject-specific spatial patterns for a brain-computer interface (BCI). within EEG Signal Processing and Datasets.,high citation signal (407); influential citation signal (12); recognized venue,"Dataset and preprocessing choices can bias comparisons across algorithms and laboratories.; Artifact robustness and sensor-setup variability need stronger external validation.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/86.895947
2000,7,,7,170.642,citations=237; influential=5; recognized venue; BCI term matches=2; title BCI matches=2; open PDF metadata,ef47a7ca2cfac18f75eb26eacd30562d1d77e5d4,"The effects of self-movement, observation, and imagination on mu rhythms and readiness potentials (RP's): toward a brain-computer interface (BCI).","J. Pineda, B. Allison, A. Vankov",IEEE transactions on rehabilitation engineering,2000-06-01,237,5,Motor Imagery and Movement Decoding,,10.1109/86.847822,,10896193,https://doi.org/10.1109/86.847822,https://www.semanticscholar.org/paper/ef47a7ca2cfac18f75eb26eacd30562d1d77e5d4,,Medicine; Psychology,False,,SMR,"Positions The effects of self-movement, observation, and imagination on mu rhythms and readiness potentials (RP's): toward a brain-computer interface (BCI). within Motor Imagery and Movement Decoding.",high citation signal (237); recognized venue,SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.,BCI method,https://doi.org/10.1109/86.847822
2000,8,,8,167.364,citations=189; influential=7; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,4609b5016364016a5b6413768210315d4005302f,A virtual reality testbed for brain-computer interface research.,"J. Bayliss, D. Ballard",IEEE transactions on rehabilitation engineering,2000-06-01,189,7,General BCI Methods and Systems,,10.1109/86.847811,,10896182,https://doi.org/10.1109/86.847811,https://www.semanticscholar.org/paper/4609b5016364016a5b6413768210315d4005302f,,Computer Science; Engineering; Medicine,False,,non-invasive,Positions A virtual reality testbed for brain-computer interface research. within General BCI Methods and Systems.,high citation signal (189); recognized venue,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/86.847811
2000,9,,9,117.425,citations=68; influential=2; BCI term matches=1; title BCI matches=1; open PDF metadata,b923c7d14c76291d3a2c9b59f27acf8637a16870,Why Use A BCI If You Are Healthy ?,"Brendan Allison Iat, Bremen Otto-Hahn Allee, B. Graimann, A. Gräser",,,68,2,General BCI Methods and Systems,,,,,https://www.semanticscholar.org/paper/b923c7d14c76291d3a2c9b59f27acf8637a16870,https://www.semanticscholar.org/paper/b923c7d14c76291d3a2c9b59f27acf8637a16870,,Engineering; Medicine,False,,non-invasive,Positions Why Use A BCI If You Are Healthy ? within General BCI Methods and Systems.,selected by citation count from the audited BCI candidate pool,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://www.semanticscholar.org/paper/b923c7d14c76291d3a2c9b59f27acf8637a16870
2000,10,,10,129.893,citations=60; influential=3; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,5e8ec3d85bb78a4958ae388b103bdc1552fc506b,Brain-computer interface research at the Neil Squire Foundation.,"G. E. Birch, S. Mason",IEEE transactions on rehabilitation engineering,2000-06-01,60,3,General BCI Methods and Systems,,10.1109/86.847813,,10896184,https://doi.org/10.1109/86.847813,https://www.semanticscholar.org/paper/5e8ec3d85bb78a4958ae388b103bdc1552fc506b,,Computer Science; Engineering; Medicine,False,,non-invasive,Positions Brain-computer interface research at the Neil Squire Foundation. within General BCI Methods and Systems.,recognized venue,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/86.847813
