year,rank,candidateRank,selectionRank,importanceScore,importanceReasons,paperId,title,authors,venue,publicationDate,citationCount,influentialCitationCount,category,abstract,doi,arxiv,pubmed,url,semanticScholarUrl,openAccessPdf,fieldsOfStudy,candidate,githubUrl,keywordTags,keyIdea,strengths,limitations,methodTags,paperLink
2004,1,,1,296.159,citations=3136; influential=273; recognized venue; BCI term matches=2; title BCI matches=2; open PDF metadata,84793bfc20dbeeba0949136cfbb964cf12c88ef7,BCI2000: a general-purpose brain-computer interface (BCI) system,"G. Schalk, D. McFarland, T. Hinterberger, N. Birbaumer, J. Wolpaw",IEEE Transactions on Biomedical Engineering,2004-05-24,3136,273,General BCI Methods and Systems,,10.1109/TBME.2004.827072,,15188875,https://doi.org/10.1109/tbme.2004.827072,https://www.semanticscholar.org/paper/84793bfc20dbeeba0949136cfbb964cf12c88ef7,,Computer Science; Medicine,False,,non-invasive,Positions BCI2000: a general-purpose brain-computer interface (BCI) system within General BCI Methods and Systems.,"high citation signal (3,136); influential citation signal (273); recognized venue","Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/tbme.2004.827072
2004,2,,2,262.343,citations=1608; influential=114; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,85a1ca73388f4a4d0f92d70ac8bc63af06b2f972,Control of a two-dimensional movement signal by a noninvasive brain-computer interface in humans.,"J. Wolpaw, D. McFarland",Proceedings of the National Academy of Sciences of the United States of America,2004-12-21,1608,114,Motor Imagery and Movement Decoding,,10.1073/PNAS.0403504101,,15585584,https://doi.org/10.1073/pnas.0403504101,https://www.semanticscholar.org/paper/85a1ca73388f4a4d0f92d70ac8bc63af06b2f972,https://europepmc.org/articles/pmc535103?pdf=render,Computer Science; Engineering; Medicine,False,,non-invasive; human; SMR; arm-direction,Positions Control of a two-dimensional movement signal by a noninvasive brain-computer interface in humans. within Motor Imagery and Movement Decoding.,"high citation signal (1,608); influential citation signal (114); recognized venue","SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1073/pnas.0403504101
2004,3,,3,237.262,citations=727; influential=56; recognized venue; dataset/benchmark; BCI term matches=1; title BCI matches=1; open PDF metadata,6e91049fd30ee024a5d7f97892c2be4fae3747dc,The BCI competition 2003: progress and perspectives in detection and discrimination of EEG single trials,"B. Blankertz, K. Müller, G. Curio, T. Vaughan, G. Schalk, J. Wolpaw, et al.",IEEE Transactions on Biomedical Engineering,2004-05-24,727,56,EEG Signal Processing and Datasets,,10.1109/TBME.2004.826692,,15188876,https://doi.org/10.1109/tbme.2004.826692,https://www.semanticscholar.org/paper/6e91049fd30ee024a5d7f97892c2be4fae3747dc,,Computer Science; Engineering; Medicine,False,,non-invasive,Positions The BCI competition 2003: progress and perspectives in detection and discrimination of EEG single trials within EEG Signal Processing and Datasets.,high citation signal (727); influential citation signal (56); recognized venue,"Benchmark value depends on standardized protocols, transparent splits, and external replication.; Dataset and preprocessing choices can bias comparisons across algorithms and laboratories.; Artifact robustness and sensor-setup variability need stronger external validation.",dataset/benchmark,https://doi.org/10.1109/tbme.2004.826692
2004,4,,4,217.194,citations=546; influential=34; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,3c32b60e2797be3351f6bc72f0ffcd9eb4439a6b,Support vector channel selection in BCI,"T. N. Lal, M. Tangermann, T. Hinterberger, J. Weston, M. Bogdan, N. Birbaumer, et al.",IEEE Transactions on Biomedical Engineering,2004-05-24,546,34,General BCI Methods and Systems,,10.1109/TBME.2004.827827,,15188871,https://doi.org/10.1109/tbme.2004.827827,https://www.semanticscholar.org/paper/3c32b60e2797be3351f6bc72f0ffcd9eb4439a6b,https://pure.mpg.de/pubman/item/item_1792213_2/component/file_3010263/MPIK-TR-120.pdf,Computer Science; Medicine,False,,non-invasive,Positions Support vector channel selection in BCI within General BCI Methods and Systems.,high citation signal (546); influential citation signal (34); recognized venue,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/tbme.2004.827827
2004,5,,5,232.147,citations=538; influential=50; recognized venue; dataset/benchmark; BCI term matches=2; title BCI matches=2; open PDF metadata,3e961a86ed2b7422d5dc7ba32c795f2e2530691d,BCI competition 2003-data set IIb: support vector machines for the P300 speller paradigm,"M. Kaper, P. Meinicke, U. Großekathöfer, T. Lingner, H. Ritter",IEEE Transactions on Biomedical Engineering,2004-05-24,538,50,"SSVEP, P300, and ERP Spellers",,10.1109/TBME.2004.826698,,15188881,https://doi.org/10.1109/tbme.2004.826698,https://www.semanticscholar.org/paper/3e961a86ed2b7422d5dc7ba32c795f2e2530691d,,Computer Science; Engineering; Medicine,False,,non-invasive; SSVEP; P300,"Positions BCI competition 2003-data set IIb: support vector machines for the P300 speller paradigm within SSVEP, P300, and ERP Spellers.",high citation signal (538); influential citation signal (50); recognized venue,"Benchmark value depends on standardized protocols, transparent splits, and external replication.; Communication systems must still balance accuracy, latency, vocabulary size, privacy, and user autonomy.; Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.",dataset/benchmark; communication,https://doi.org/10.1109/tbme.2004.826698
2004,6,,6,207.254,citations=450; influential=20; recognized venue; BCI term matches=2; title BCI matches=2; open PDF metadata,78476231c02c1da3d70f0cba120ca6e2d97c1f74,Principles of a brain-computer interface (BCI) based on real-time functional magnetic resonance imaging (fMRI),"N. Weiskopf, K. Mathiak, S. Bock, F. Scharnowski, R. Veit, W. Grodd, et al.",IEEE Transactions on Biomedical Engineering,2004-05-24,450,20,General BCI Methods and Systems,,10.1109/TBME.2004.827063,,15188865,https://doi.org/10.1109/tbme.2004.827063,https://www.semanticscholar.org/paper/78476231c02c1da3d70f0cba120ca6e2d97c1f74,,Computer Science; Engineering; Medicine; Psychology,False,,non-invasive,Positions Principles of a brain-computer interface (BCI) based on real-time functional magnetic resonance imaging (fMRI) within General BCI Methods and Systems.,high citation signal (450); influential citation signal (20); recognized venue,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/tbme.2004.827063
2004,7,,7,190.725,citations=408; influential=19; BCI term matches=1; title BCI matches=1; open PDF metadata,08f7fb99edd844aac90fccfa51f5d55cbdf15cbd,"EURASIP Journal on Applied Signal Processing 2005:19, 3156–3164 c ○ 2005 Hindawi Publishing Corporation Steady-State VEP-Based Brain-Computer Interface Control in an Immersive 3D Gaming Environment",,,,408,19,EEG Signal Processing and Datasets,,,,,https://www.semanticscholar.org/paper/08f7fb99edd844aac90fccfa51f5d55cbdf15cbd,https://www.semanticscholar.org/paper/08f7fb99edd844aac90fccfa51f5d55cbdf15cbd,,Computer Science; Engineering,False,,non-invasive,"Positions EURASIP Journal on Applied Signal Processing 2005:19, 3156–3164 c ○ 2005 Hindawi Publishing Corporation Steady-State VEP-Based Brain-Computer Interface Control in an Immersive 3D Gaming Environment within EEG Signal Processing and Datasets.",high citation signal (408); influential citation signal (19),"Dataset and preprocessing choices can bias comparisons across algorithms and laboratories.; Artifact robustness and sensor-setup variability need stronger external validation.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://www.semanticscholar.org/paper/08f7fb99edd844aac90fccfa51f5d55cbdf15cbd
2004,8,,8,207.806,citations=400; influential=22; recognized venue; dataset/benchmark; BCI term matches=1; title BCI matches=1; open PDF metadata,f0eecc2f2bcecb8c6a16e897e1526db438f29fe1,BCI competition 2003-data sets Ib and IIb: feature extraction from event-related brain potentials with the continuous wavelet transform and the t-value scalogram,Vladimir Bostanov,IEEE Transactions on Biomedical Engineering,2004-05-24,400,22,General BCI Methods and Systems,,10.1109/TBME.2004.826702,,15188878,https://doi.org/10.1109/tbme.2004.826702,https://www.semanticscholar.org/paper/f0eecc2f2bcecb8c6a16e897e1526db438f29fe1,,Computer Science; Medicine,False,,non-invasive,Positions BCI competition 2003-data sets Ib and IIb: feature extraction from event-related brain potentials with the continuous wavelet transform and the t-value scalogram within General BCI Methods and Systems.,high citation signal (400); influential citation signal (22); recognized venue,"Benchmark value depends on standardized protocols, transparent splits, and external replication.; Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.",dataset/benchmark,https://doi.org/10.1109/tbme.2004.826702
2004,9,,9,193.975,citations=394; influential=24; BCI term matches=1; title BCI matches=1; open PDF metadata,ac3c6be5a739ab53663ab984775e547054027a4c,On the suitability of near-infrared (NIR) systems for next-generation brain-computer interfaces.,"S. Coyle, T. Ward, C. Markham, G. McDarby",Physiological Measurement,2004-07-22,394,24,General BCI Methods and Systems,,10.1088/0967-3334/25/4/003,,15382823,https://doi.org/10.1088/0967-3334/25/4/003,https://www.semanticscholar.org/paper/ac3c6be5a739ab53663ab984775e547054027a4c,,Computer Science; Engineering; Medicine,False,,non-invasive,Positions On the suitability of near-infrared (NIR) systems for next-generation brain-computer interfaces. within General BCI Methods and Systems.,high citation signal (394); influential citation signal (24),"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1088/0967-3334/25/4/003
2004,10,,10,168.959,citations=358; influential=6; BCI term matches=1; title BCI matches=1; open PDF metadata,d503caa8a762c2e723b38b11c31f7ac4dad6d2b5,Selecting the signals for a brain-machine interface.,"R. Andersen, S. Musallam, Bijan Pesaran",Current Opinion in Neurobiology,2004-12-01,358,6,General BCI Methods and Systems,,10.1016/J.CONB.2004.10.005,,15582374,https://doi.org/10.1016/j.conb.2004.10.005,https://www.semanticscholar.org/paper/d503caa8a762c2e723b38b11c31f7ac4dad6d2b5,,Engineering; Medicine; Psychology,False,,non-invasive,Positions Selecting the signals for a brain-machine interface. within General BCI Methods and Systems.,high citation signal (358),"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1016/j.conb.2004.10.005
