year,rank,candidateRank,selectionRank,importanceScore,importanceReasons,paperId,title,authors,venue,publicationDate,citationCount,influentialCitationCount,category,abstract,doi,arxiv,pubmed,url,semanticScholarUrl,openAccessPdf,fieldsOfStudy,candidate,githubUrl,keywordTags,keyIdea,strengths,limitations,methodTags,paperLink
2009,1,,1,236.969,citations=789; influential=66; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,2f0b470c9d57e4038133c21a5bd5e8954b7b1987,An online multi-channel SSVEP-based brain–computer interface using a canonical correlation analysis method,"Guangyu Bin, Xiaorong Gao, Zheng Yan, Bo Hong, Shangkai Gao",Journal of Neural Engineering,2009-08-01,789,66,"SSVEP, P300, and ERP Spellers",,10.1088/1741-2560/6/4/046002,,19494422,https://doi.org/10.1088/1741-2560/6/4/046002,https://www.semanticscholar.org/paper/2f0b470c9d57e4038133c21a5bd5e8954b7b1987,,Computer Science; Engineering; Medicine; Physics,False,,non-invasive; SSVEP; P300,"Positions An online multi-channel SSVEP-based brain–computer interface using a canonical correlation analysis method within SSVEP, P300, and ERP Spellers.",high citation signal (789); influential citation signal (66); recognized venue,"Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1088/1741-2560/6/4/046002
2009,2,,2,231.675,citations=688; influential=39; recognized venue; BCI term matches=3; title BCI matches=3; open PDF metadata,ef2bf45c76cf32872c85fc808257aea5d4c00b61,How many people are able to control a P300-based brain-computer interface (BCI)?,"C. Guger, Shahab Daban, E. Sellers, C. Holzner, G. Krausz, R. Carabalona, et al.",Neuroscience Letters,2009-09-18,688,39,"SSVEP, P300, and ERP Spellers",,10.1016/j.neulet.2009.06.045,,19545601,https://doi.org/10.1016/j.neulet.2009.06.045,https://www.semanticscholar.org/paper/ef2bf45c76cf32872c85fc808257aea5d4c00b61,,Computer Science; Medicine; Psychology,False,,non-invasive; SSVEP; P300,"Positions How many people are able to control a P300-based brain-computer interface (BCI)? within SSVEP, P300, and ERP Spellers.",high citation signal (688); influential citation signal (39); recognized venue,"Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1016/j.neulet.2009.06.045
2009,3,,3,207.296,citations=509; influential=21; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,99f486ae58cfb29f48ce0a5c07b34e2c9f37f6f7,Towards a Cure for BCI Illiteracy,"C. Vidaurre, B. Blankertz",Brain Topography,2009-11-28,509,21,Motor Imagery and Movement Decoding,"Brain–Computer Interfaces (BCIs) allow a user to control a computer application by brain activity as acquired, e.g., by EEG. One of the biggest challenges in BCI research is to understand and solve the problem of “BCI Illiteracy”, which is that BCI control does not work for a non-negligible portion of users (estimated 15 to 30%). Here, we investigate the illiteracy problem in BCI systems which are based on the modulation of sensorimotor rhythms. In this paper, a sophisticated adaptation scheme is presented which guides the user from an initial subject-independent classifier that operates on simple features to a subject-optimized state-of-the-art classifier within one session while the user interacts the whole time with the same feedback application. While initial runs use supervised adaptation methods for robust co-adaptive learning of user and machine, final runs use unsupervised adaptation and therefore provide an unbiased measure of BCI performance. Using this approach, which does not involve any offline calibration measurement, good performance was obtained by good BCI participants (also one novice) after 3–6 min of adaptation. More importantly, the use of machine learning techniques allowed users who were unable to achieve successful feedback before to gain significant control over the BCI system. In particular, one participant had no peak of the sensory motor idle rhythm in the beginning of the experiment, but could develop such peak during the course of the session (and use voluntary modulation of its amplitude to control the feedback application).",10.1007/s10548-009-0121-6,,19946737,https://doi.org/10.1007/s10548-009-0121-6,https://www.semanticscholar.org/paper/99f486ae58cfb29f48ce0a5c07b34e2c9f37f6f7,https://link.springer.com/content/pdf/10.1007/s10548-009-0121-6.pdf,Computer Science; Engineering; Medicine,False,,non-invasive; human; SMR,"Brain–Computer Interfaces (BCIs) allow a user to control a computer application by brain activity as acquired, e.g., by EEG.",high citation signal (509); influential citation signal (21); recognized venue,Offline benchmark performance may not transfer to real-time closed-loop use.; SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.,closed-loop,https://doi.org/10.1007/s10548-009-0121-6
2009,4,,4,212.484,citations=495; influential=24; review/survey; clinical/rehab relevance; BCI term matches=2; title BCI matches=1; open PDF metadata,f2c4082faeff5d63b0144ef371c8964621ee33bf,Clinical Applications of Brain-Computer Interfaces: Current State and Future Prospects,"J. Mak, J. Wolpaw",IEEE Reviews in Biomedical Engineering,2009-12-01,495,24,General BCI Methods and Systems,"Braincomputer interfaces (BCIs) allow their users to communicate or control external devices using brain signals rather than the brain's normal output pathways of peripheral nerves and muscles. Motivated by the hope of restoring independence to severely disabled individuals and by interest in further extending human control of external systems, researchers from many fields are engaged in this challenging new work. BCI research and development has grown explosively over the past two decades. Efforts have begun recently to provide laboratory-validated BCI systems to severely disabled individuals for real-world applications. In this paper, we discuss the current status and future prospects of BCI technology and its clinical applications. We will define BCI, review the BCI-relevant signals from the human brain, and describe the functional components of BCIs. We will also review current clinical applications of BCI technology and identify potential users and potential applications. Lastly, we will discuss current limitations of BCI technology, impediments to its widespread clinical use, and expectations for the future.",10.1109/RBME.2009.2035356,,20442804,https://doi.org/10.1109/rbme.2009.2035356,https://www.semanticscholar.org/paper/f2c4082faeff5d63b0144ef371c8964621ee33bf,,Computer Science; Engineering; Medicine; Psychology,False,,human,Braincomputer interfaces (BCIs) allow their users to communicate or control external devices using brain signals rather than the brain's normal output pathways of peripheral nerves and muscles.,high citation signal (495); influential citation signal (24),"Review-level synthesis cannot resolve study quality differences, protocol bias, or reproducibility gaps.; Clinical impact needs stronger longitudinal evidence on daily function, adherence, and adverse events.; Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.",review; clinical/rehab,https://doi.org/10.1109/rbme.2009.2035356
2009,5,,5,200.053,citations=416; influential=26; BCI term matches=2; title BCI matches=2; open PDF metadata,2094060ca1d46352060e5198c03c8e9e29f62ec5,Motor imagery and action observation: modulation of sensorimotor brain rhythms during mental control of a brain-computer interface.,"C. Neuper, Reinhold Scherer, S. Wriessnegger, G. Pfurtscheller",Clinical Neurophysiology,2009-02-01,416,26,Motor Imagery and Movement Decoding,,10.1016/j.clinph.2008.11.015,,19121977,https://doi.org/10.1016/j.clinph.2008.11.015,https://www.semanticscholar.org/paper/2094060ca1d46352060e5198c03c8e9e29f62ec5,,Computer Science; Medicine; Psychology,False,,SMR,Positions Motor imagery and action observation: modulation of sensorimotor brain rhythms during mental control of a brain-computer interface. within Motor Imagery and Movement Decoding.,high citation signal (416); influential citation signal (26),SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.,BCI method,https://doi.org/10.1016/j.clinph.2008.11.015
2009,6,,6,194.277,citations=364; influential=27; BCI term matches=1; title BCI matches=1; open PDF metadata,43355cf5aed2dac7cd4b5ee023c086c44f5db5f6,Brain-Computer Interfaces: A Gentle Introduction,"B. Graimann, B. Allison, G. Pfurtscheller",,,364,27,General BCI Methods and Systems,,10.1007/978-3-642-02091-9_1,,,https://doi.org/10.1007/978-3-642-02091-9_1,https://www.semanticscholar.org/paper/43355cf5aed2dac7cd4b5ee023c086c44f5db5f6,,Computer Science,False,,non-invasive,Positions Brain-Computer Interfaces: A Gentle Introduction within General BCI Methods and Systems.,high citation signal (364); influential citation signal (27),"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1007/978-3-642-02091-9_1
2009,7,,7,186.185,citations=346; influential=18; BCI term matches=1; title BCI matches=1; open PDF metadata,143e876731ddb272dc79e88be8d71ae6cd4697e9,Turning Shortcomings into Challenges: Brain-Computer Interfaces for Games,"A. Nijholt, Boris Reuderink, D. P. Bos",Intelligent Technologies for Interactive Entertainment,2009-04-01,346,18,General BCI Methods and Systems,,10.1007/978-3-642-02315-6_15,,,https://doi.org/10.1007/978-3-642-02315-6_15,https://www.semanticscholar.org/paper/143e876731ddb272dc79e88be8d71ae6cd4697e9,,Computer Science,False,,non-invasive,Positions Turning Shortcomings into Challenges: Brain-Computer Interfaces for Games within General BCI Methods and Systems.,high citation signal (346); influential citation signal (18),"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1007/978-3-642-02315-6_15
2009,8,,8,197.843,citations=345; influential=29; BCI term matches=2; title BCI matches=2; open PDF metadata,82ad6928c4728da9fa2eb1c6ff9b0be46acffc63,An auditory oddball (P300) spelling system for brain-computer interfaces.,"A. Furdea, Sebastian Halder, D. Krusienski, D. Bross, F. Nijboer, N. Birbaumer, et al.",Psychophysiology,2009-05-01,345,29,"SSVEP, P300, and ERP Spellers",,10.1111/j.1469-8986.2008.00783.x,,19170946,https://doi.org/10.1111/j.1469-8986.2008.00783.x,https://www.semanticscholar.org/paper/82ad6928c4728da9fa2eb1c6ff9b0be46acffc63,http://ww2.odu.edu/~dkrusien/papers/PsychoPhys2009.pdf,Computer Science; Medicine; Psychology,False,,non-invasive; SSVEP; P300,"Positions An auditory oddball (P300) spelling system for brain-computer interfaces. within SSVEP, P300, and ERP Spellers.",high citation signal (345); influential citation signal (29); open-access PDF metadata,"Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1111/j.1469-8986.2008.00783.x
2009,9,,9,189.848,citations=333; influential=13; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,2483317ab22efa09da6c1428527bb2e0ecec31dc,A Brain–Computer Interface Controlled Auditory Event‐Related Potential (P300) Spelling System for Locked‐In Patients,"A. Kübler, A. Furdea, Sebastian Halder, E. Hammer, F. Nijboer, B. Kotchoubey",Annals of the New York Academy of Sciences,2009-03-01,333,13,"SSVEP, P300, and ERP Spellers",,10.1111/j.1749-6632.2008.04122.x,,19351359,https://doi.org/10.1111/j.1749-6632.2008.04122.x,https://www.semanticscholar.org/paper/2483317ab22efa09da6c1428527bb2e0ecec31dc,,Computer Science; Engineering; Medicine; Psychology,False,,non-invasive; human; SSVEP; P300,"Positions A Brain–Computer Interface Controlled Auditory Event‐Related Potential (P300) Spelling System for Locked‐In Patients within SSVEP, P300, and ERP Spellers.",high citation signal (333); influential citation signal (13); recognized venue,"Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1111/j.1749-6632.2008.04122.x
2009,10,,10,190.148,citations=319; influential=14; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,d15ce33189007e71072bd929f10e4dc727be7b48,Time Domain Parameters as a feature for EEG-based Brain-Computer Interfaces,"C. Vidaurre, Nicole Krämer, B. Blankertz, A. Schlögl",Neural Networks,2009-11-01,319,14,EEG Signal Processing and Datasets,,10.1016/j.neunet.2009.07.020,,19660908,https://doi.org/10.1016/j.neunet.2009.07.020,https://www.semanticscholar.org/paper/d15ce33189007e71072bd929f10e4dc727be7b48,,Computer Science; Medicine,False,,non-invasive,Positions Time Domain Parameters as a feature for EEG-based Brain-Computer Interfaces within EEG Signal Processing and Datasets.,high citation signal (319); influential citation signal (14); recognized venue,"Dataset and preprocessing choices can bias comparisons across algorithms and laboratories.; Artifact robustness and sensor-setup variability need stronger external validation.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1016/j.neunet.2009.07.020
