year,rank,candidateRank,selectionRank,importanceScore,importanceReasons,paperId,title,authors,venue,publicationDate,citationCount,influentialCitationCount,category,abstract,doi,arxiv,pubmed,url,semanticScholarUrl,openAccessPdf,fieldsOfStudy,candidate,githubUrl,keywordTags,keyIdea,strengths,limitations,methodTags,paperLink
2010,1,,1,234.439,citations=755; influential=51; recognized venue; BCI term matches=3; title BCI matches=1; open PDF metadata,ee51ca64379ef251ffc6afaa27836721c07822c3,The Hybrid BCI,"G. Pfurtscheller, B. Allison, C. Brunner, G. Bauernfeind, T. Solis-Escalante, Reinhold Scherer, et al.",Frontiers in Neuroscience,2010-02-22,755,51,Motor Imagery and Movement Decoding,"Nowadays, everybody knows what a hybrid car is. A hybrid car normally has two engines to enhance energy efficiency and reduce CO2 output. Similarly, a hybrid brain-computer interface (BCI) is composed of two BCIs, or at least one BCI and another system. A hybrid BCI, like any BCI, must fulfill the following four criteria: (i) the device must rely on signals recorded directly from the brain; (ii) there must be at least one recordable brain signal that the user can intentionally modulate to effect goal-directed behaviour; (iii) real time processing; and (iv) the user must obtain feedback. This paper introduces hybrid BCIs that have already been published or are in development. We also introduce concepts for future work. We describe BCIs that classify two EEG patterns: one is the event-related (de)synchronisation (ERD, ERS) of sensorimotor rhythms, and the other is the steady-state visual evoked potential (SSVEP). Hybrid BCIs can either process their inputs simultaneously, or operate two systems sequentially, where the first system can act as a “brain switch”. For example, we describe a hybrid BCI that simultaneously combines ERD and SSVEP BCIs. We also describe a sequential hybrid BCI, in which subjects could use a brain switch to control an SSVEP-based hand orthosis. Subjects who used this hybrid BCI exhibited about half the false positives encountered while using the SSVEP BCI alone. A brain switch can also rely on hemodynamic changes measured through near-infrared spectroscopy (NIRS). Hybrid BCIs can also use one brain signal and a different type of input. This additional input can be an electrophysiological signal such as the heart rate, or a signal from an external device such as an eye tracking system.",10.3389/fnpro.2010.00003,,20582271,https://doi.org/10.3389/fnpro.2010.00003,https://www.semanticscholar.org/paper/ee51ca64379ef251ffc6afaa27836721c07822c3,https://www.frontiersin.org/articles/10.3389/fnpro.2010.00003/pdf,Computer Science; Engineering; Medicine,False,,non-invasive; human; SMR; SSVEP; arm-direction,"Nowadays, everybody knows what a hybrid car is.",high citation signal (755); influential citation signal (51); recognized venue,"SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.3389/fnpro.2010.00003
2010,2,,2,236.861,citations=686; influential=78; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,d0007aa91ac3f78db181fe185a39a79b41e45db9,Neurophysiological predictor of SMR-based BCI performance,"B. Blankertz, C. Sannelli, Sebastian Halder, E. Hammer, A. Kübler, K. Müller, et al.",NeuroImage,2010-07-15,686,78,General BCI Methods and Systems,,10.1016/j.neuroimage.2010.03.022,,20303409,https://doi.org/10.1016/j.neuroimage.2010.03.022,https://www.semanticscholar.org/paper/d0007aa91ac3f78db181fe185a39a79b41e45db9,http://doc.ml.tu-berlin.de/bbci/publications/BlaSanHalHamKueMueCurDic10.pdf,Computer Science; Engineering; Medicine; Psychology,False,,non-invasive; SMR,Positions Neurophysiological predictor of SMR-based BCI performance within General BCI Methods and Systems.,high citation signal (686); influential citation signal (78); recognized venue,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1016/j.neuroimage.2010.03.022
2010,3,,3,239.044,citations=677; influential=51; recognized venue; review/survey; BCI term matches=3; title BCI matches=1; open PDF metadata,18f86e260650ff0f2103a685bf368c93cc2e89eb,A Survey of Stimulation Methods Used in SSVEP-Based BCIs,"Dan-hua Zhu, J. Bieger, G. G. Molina, Ronald M. Aarts",Computational Intelligence and Neuroscience,2010-03-07,677,51,"SSVEP, P300, and ERP Spellers","Brain-computer interface (BCI) systems based on the steady-state visual evoked potential (SSVEP) provide higher information throughput and require shorter training than BCI systems using other brain signals. To elicit an SSVEP, a repetitive visual stimulus (RVS) has to be presented to the user. The RVS can be rendered on a computer screen by alternating graphical patterns, or with external light sources able to emit modulated light. The properties of an RVS (e.g., frequency, color) depend on the rendering device and influence the SSVEP characteristics. This affects the BCI information throughput and the levels of user safety and comfort. Literature on SSVEP-based BCIs does not generally provide reasons for the selection of the used rendering devices or RVS properties. In this paper, we review the literature on SSVEP-based BCIs and comprehensively report on the different RVS choices in terms of rendering devices, properties, and their potential influence on BCI performance, user safety and comfort.",10.1155/2010/702357,,20224799,https://doi.org/10.1155/2010/702357,https://www.semanticscholar.org/paper/18f86e260650ff0f2103a685bf368c93cc2e89eb,,Computer Science; Medicine,False,,non-invasive; SSVEP; P300,Brain-computer interface (BCI) systems based on the steady-state visual evoked potential (SSVEP) provide higher information throughput and require shorter training than BCI systems using other brain signals.,high citation signal (677); influential citation signal (51); recognized venue,"Review-level synthesis cannot resolve study quality differences, protocol bias, or reproducibility gaps.; Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.",review,https://doi.org/10.1155/2010/702357
2010,4,,4,224.076,citations=587; influential=61; BCI term matches=3; title BCI matches=2; open PDF metadata,d58ee0745c09873c26109231207ddb4b8b3d112d,A novel P300-based brain-computer interface stimulus presentation paradigm: moving beyond rows and columns,"G. Townsend, B. LaPallo, C. Boulay, D. Krusienski, G. Frye, C. Hauser, et al.",Clinical Neurophysiology,2010-03-26,587,61,"SSVEP, P300, and ERP Spellers","Objective An electroencephalographic brain-computer interface (BCI) can provide a non-muscular means of communication for people with amyotrophic lateral sclerosis (ALS) or other neuromuscular disorders. We present a novel P300-based BCI stimulus presentation – the checkerboard paradigm (CBP). CBP performance is compared to that of the standard row/column paradigm (RCP) introduced by Farwell and Donchin (1988). Methods Using an 8×9 matrix of alphanumeric characters and keyboard commands, 18 participants used the CBP and RCP in counter-balanced fashion. With approximately 9 – 12 minutes of calibration data, we used a stepwise linear discriminant analysis for online classification of subsequent data. Results Mean online accuracy was significantly higher for the CBP, 92%, than for the RCP, 77%. Correcting for extra selections due to errors, mean bit rate was also significantly higher for the CBP, 23 bits/min, than for the RCP, 17 bits/min. Moreover, the two paradigms produced significantly different waveforms. Initial tests with three advanced ALS participants produced similar results. Furthermore, these individuals preferred the CBP to the RCP. Conclusions These results suggest that the CBP is markedly superior to the RCP in performance and user acceptability. Significance The CBP has the potential to provide a substantially more effective BCI than the RCP. This is especially important for people with severe neuromuscular disabilities.",10.1016/j.clinph.2010.01.030,,20347387,https://doi.org/10.1016/j.clinph.2010.01.030,https://www.semanticscholar.org/paper/d58ee0745c09873c26109231207ddb4b8b3d112d,,Medicine; Psychology,False,,non-invasive; human; SSVEP; P300,Objective An electroencephalographic brain-computer interface (BCI) can provide a non-muscular means of communication for people with amyotrophic lateral sclerosis (ALS) or other neuromuscular disorders.,high citation signal (587); influential citation signal (61),"Communication systems must still balance accuracy, latency, vocabulary size, privacy, and user autonomy.; Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.",communication,https://doi.org/10.1016/j.clinph.2010.01.030
2010,5,,5,188.266,citations=438; influential=15; BCI term matches=1; title BCI matches=1; open PDF metadata,42f8f57accd09d74e70bad4afbaa918c1e403ca0,A brain-computer interface for long-term independent home use,"E. Sellers, T. Vaughan, J. Wolpaw",Amyotrophic Lateral Sclerosis,2010-09-14,438,15,General BCI Methods and Systems,,10.3109/17482961003777470,,20583947,https://doi.org/10.3109/17482961003777470,https://www.semanticscholar.org/paper/42f8f57accd09d74e70bad4afbaa918c1e403ca0,,Computer Science; Engineering; Medicine,False,,non-invasive,Positions A brain-computer interface for long-term independent home use within General BCI Methods and Systems.,high citation signal (438); influential citation signal (15),"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.3109/17482961003777470
2010,6,,6,193.594,citations=395; influential=13; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,d2f2a5bfbdc168784468276539e2b0d5d313d517,The Berlin Brain–Computer Interface: Non-Medical Uses of BCI Technology,"B. Blankertz, M. Tangermann, C. Vidaurre, S. Fazli, C. Sannelli, S. Haufe, et al.",Frontiers in Neuroscience,2010-12-08,395,13,General BCI Methods and Systems,"Brain–computer interfacing (BCI) is a steadily growing area of research. While initially BCI research was focused on applications for paralyzed patients, increasingly more alternative applications in healthy human subjects are proposed and investigated. In particular, monitoring of mental states and decoding of covert user states have seen a strong rise of interest. Here, we present some examples of such novel applications which provide evidence for the promising potential of BCI technology for non-medical uses. Furthermore, we discuss distinct methodological improvements required to bring non-medical applications of BCI technology to a diversity of layperson target groups, e.g., ease of use, minimal training, general usability, short control latencies.",10.3389/fnins.2010.00198,,21165175,https://doi.org/10.3389/fnins.2010.00198,https://www.semanticscholar.org/paper/d2f2a5bfbdc168784468276539e2b0d5d313d517,https://www.frontiersin.org/articles/10.3389/fnins.2010.00198/pdf,Computer Science; Engineering; Medicine,False,,human,Brain–computer interfacing (BCI) is a steadily growing area of research.,high citation signal (395); influential citation signal (13); recognized venue,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Participant variability can limit generalization across age, ability, disease status, and training experience.",BCI method,https://doi.org/10.3389/fnins.2010.00198
2010,7,,7,210.136,citations=388; influential=32; recognized venue; BCI term matches=2; title BCI matches=1; open PDF metadata,b048d6ab1b63b0ab3c1adcce69e88ea2577156d2,(C)overt attention and visual speller design in an ERP-based brain-computer interface,"M. Treder, B. Blankertz",Behavioral and Brain Functions,2010-05-28,388,32,Motor Imagery and Movement Decoding,"BackgroundIn a visual oddball paradigm, attention to an event usually modulates the event-related potential (ERP). An ERP-based brain-computer interface (BCI) exploits this neural mechanism for communication. Hitherto, it was unclear to what extent the accuracy of such a BCI requires eye movements (overt attention) or whether it is also feasible for targets in the visual periphery (covert attention). Also unclear was how the visual design of the BCI can be improved to meet peculiarities of peripheral vision such as low spatial acuity and crowding.MethodHealthy participants (N = 13) performed a copy-spelling task wherein they had to count target intensifications. EEG and eye movements were recorded concurrently. First, (c)overt attention was investigated by way of a target fixation condition and a central fixation condition. In the latter, participants had to fixate a dot in the center of the screen and allocate their attention to a target in the visual periphery. Second, the effect of visual speller layout was investigated by comparing the symbol Matrix to an ERP-based Hex-o-Spell, a two-levels speller consisting of six discs arranged on an invisible hexagon.ResultsWe assessed counting errors, ERP amplitudes, and offline classification performance. There is an advantage (i.e., less errors, larger ERP amplitude modulation, better classification) of overt attention over covert attention, and there is also an advantage of the Hex-o-Spell over the Matrix. Using overt attention, P1, N1, P2, N2, and P3 components are enhanced by attention. Using covert attention, only N2 and P3 are enhanced for both spellers, and N1 and P2 are modulated when using the Hex-o-Spell but not when using the Matrix. Consequently, classifiers rely mainly on early evoked potentials in overt attention and on later cognitive components in covert attention.ConclusionsBoth overt and covert attention can be used to drive an ERP-based BCI, but performance is markedly lower for covert attention. The Hex-o-Spell outperforms the Matrix, especially when eye movements are not permitted, illustrating that performance can be increased if one accounts for peculiarities of peripheral vision.",10.1186/1744-9081-6-28,,20509913,https://doi.org/10.1186/1744-9081-6-28,https://www.semanticscholar.org/paper/b048d6ab1b63b0ab3c1adcce69e88ea2577156d2,https://behavioralandbrainfunctions.biomedcentral.com/counter/pdf/10.1186/1744-9081-6-28,Computer Science; Medicine; Psychology,False,,non-invasive; human; SMR; P300,"BackgroundIn a visual oddball paradigm, attention to an event usually modulates the event-related potential (ERP).",high citation signal (388); influential citation signal (32); recognized venue,"Communication systems must still balance accuracy, latency, vocabulary size, privacy, and user autonomy.; SMR and movement decoders often need subject-specific calibration and may drift across sessions.; Offline motor-imagery accuracy may not translate to reliable continuous control or rehabilitation gains.",communication,https://doi.org/10.1186/1744-9081-6-28
2010,8,,8,199.927,citations=378; influential=20; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,3a09bf5ab8e5d6ec2634934f88b55cd70b186262,Could Anyone Use a BCI?,"B. Allison, C. Neuper",Brain-Computer Interfaces,,378,20,General BCI Methods and Systems,,10.1007/978-1-84996-272-8_3,,,https://doi.org/10.1007/978-1-84996-272-8_3,https://www.semanticscholar.org/paper/3a09bf5ab8e5d6ec2634934f88b55cd70b186262,,Computer Science,False,,non-invasive,Positions Could Anyone Use a BCI? within General BCI Methods and Systems.,high citation signal (378); influential citation signal (20); recognized venue,"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1007/978-1-84996-272-8_3
2010,9,,9,198.122,citations=371; influential=15; recognized venue; BCI term matches=2; title BCI matches=2; open PDF metadata,d761df4f3afd55e1ff8626a65d5f7eb0c49f373b,BCI Demographics: How Many (and What Kinds of) People Can Use an SSVEP BCI?,"B. Allison, T. Luth, Diana Valbuena, Amir Teymourian, Ivan Volosyak, A. Graser",IEEE transactions on neural systems and rehabilitation engineering,2010-01-15,371,15,"SSVEP, P300, and ERP Spellers",,10.1109/TNSRE.2009.2039495,,20083463,https://doi.org/10.1109/tnsre.2009.2039495,https://www.semanticscholar.org/paper/d761df4f3afd55e1ff8626a65d5f7eb0c49f373b,,Computer Science; Medicine; Psychology,False,,non-invasive; SSVEP; P300,"Positions BCI Demographics: How Many (and What Kinds of) People Can Use an SSVEP BCI? within SSVEP, P300, and ERP Spellers.",high citation signal (371); influential citation signal (15); recognized venue,"Visual spellers can be constrained by gaze dependence, stimulus comfort, and fatigue during long sessions.; Controlled target layouts and calibration conditions may not transfer to everyday communication.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1109/tnsre.2009.2039495
2010,10,,10,145.598,citations=345; influential=1; BCI term matches=1; title BCI matches=1; open PDF metadata,1af958a8f367b3c222d77550bf03d191fafdfe67,Brain-Computer Interfaces,"B. Graimann, B. Allison, G. Pfurtscheller",,,345,1,General BCI Methods and Systems,,10.1007/978-3-642-02091-9,,,https://doi.org/10.1007/978-3-642-02091-9,https://www.semanticscholar.org/paper/1af958a8f367b3c222d77550bf03d191fafdfe67,,Art; Computer Science,False,,non-invasive,Positions Brain-Computer Interfaces within General BCI Methods and Systems.,high citation signal (345),"Broad BCI system claims often need stronger standardized evaluation across users, sessions, and devices.; Laboratory performance may not transfer to everyday usability, safety, and maintenance conditions.; Non-invasive signals are vulnerable to low signal-to-noise ratio, artifacts, and electrode setup variability.",BCI method,https://doi.org/10.1007/978-3-642-02091-9
